Neutral Milk Hotel,In the Aeroplane Over the Sea
Blur,Beetlebum
Sudan Archives,Come Meh Way
KOKOKO!,Donne Moi
Janelle MonÃ¡e,Q.U.E.E.N. (feat. Erykah Badu)
Dry Cleaning,Scratchcard Lanyard
Folly Group,Fewer Closer Friends
The Weepies,Painting By Chagall
Cloud Control,There's Nothing in the Water We Can't Fight
Robag Wruhme,Pnom Global
Gustaf,Book
Jacob Banks,Here Lies the Man That Never Changed
Albertine Sarges,Post Office
Pearson Sound,Sinkhole
Jeffrey Lewis,Roll Bus Roll
audiobooks,The Doll
Sampa the Great,Energy (feat. Nadeem Din-Gabisi)
Porridge Radio,Back To the Radio
Lizzo,Boys
David Byrne,Once In a Lifetime
Four Tet,Angel Echoes (Jon Hopkins remix)
LCD Soundsystem,North American Scum
Bon Iver,22 (OVER SâˆžâˆžN)
Villagers,Real Go-Getter
Gustaf,Best Behavior
I Am Kloot,Storm Warning
Jockstrap,Concrete Over Water
Stephen Sondheim,Now You Know
Emmy The Great,We Almost Had A Baby
Charlotte AdigÃ©ry & Bolis Pupul,Blenda
NilÃ¼fer Yanya,â€‹midnight sun
The Housemartins,He Ain't Heavy, He's My Brother
The Proclaimers,I'm on My Way
Melt Yourself Down,Every Single Day
tUnE yArDs,Heart Attack
Panda Bear & Sonic Boom,Edge Of The Edge
Warmduscher,Big Wilma
The Weather Station,Robber
Pulp,The Trees
Cavern Of Anti-Matter,Melody In High Feedback Tones
Nick Murphy,Harry Takes Drugs on the Weekend
Tunng,Scared to Death
Super Furry Animals,Bing Bong
Jane Weaver,The Revolution Of Super Visions
LCD Soundsystem,Sound of Silver
Rozi Plain & Alabaster Deplume,Agreeing For Two
Matt and Kim,Daylight
Anthony Atkinson & the Running Mates,I Lost My Way, I Found a Friend
Wet Leg,Wet Dream
Tunng,Sdc
Dry Cleaning,Driver's Story
Clarence Carter,I'm Just a Prisoner (Of Your Good Lovin')
The Ting Tings,That's Not My Name
Robag Wruhme,Skrubbs
Darren Hanlon feat. Cory Grey & Mark Monnone,Hold On
Sparks,What the Hell Is It This Time?
Roger Whittaker,Durham Town
Gustaf,Mine
Chairlift,Bruises
Snapped Ankles,Rhythm Is Our Business (Edit)
The Soft Pink Truth,Wanna Know
Loyle Carner, JNR Williams & Olivia Dean,Homerton
Dan Deacon,Become a Mountain
Bowling for Soup,1985
Jacob Banks,Just When I Thought
Ballboy,I Lost You, But I Found Country Music
Everything Is Recorded Feat. Sampha,Close But Not Quite
Powell,Jonny [feat. Jonny]
Jeffrey Lewis,Back to Manhatten
Leftfield,Pulse
Simon & Garfunkel,A Poem On the Underground Wall
U.S. Girls,Futures Bet
Megadead,Tragedy, Doom & So On
Megadead,You Died
Incredible Bongo Band,Bongolia
LCD Soundsystem,Thrills
Salisbury Cathedral Choir, John Challenger & David Halls,When a Knight Won His Spurs
Jane Weaver,Oblique Fantasy
Andrew Bird,I felt a Funeral, in my Brain (feat. Phoebe Bridgers)
GoodMostlyBad,Shawty 3.0
Future Utopia,We Were We Still Are (Interlude) [feat. Kae Tempest]
Goat,Chukua Pesa
Tunng,Fatally Human
Half Man Half Biscuit,Paintball's Coming Home
Bastien Keb,Oteh Washington
Eels,Prizefighter
Stereolab,Robot Riot
Nixer,Magnolia Mouth
Powell,Sylvester Stallone
Yo La Tengo,Aselestine
Simon & Garfunkel,I Am a Rock (Live)
Sneaks,Tough Luck
Tunng,A Million Colours
Althea & Donna,Uptown Top Ranking
The Modern Lovers,Pablo Picasso
Colleen,Captain of None
Mavis Staples,Can You Get to That
Fujiya & Miyagi,Ankle Injuries
YACHT!,Dare!
LCD Soundsystem,Time to Get Away
Rozi Plain,Conversation
Darren Hanlon,House
The Fall,Theme from Sparta FC
Maria Chiara ArgirÃ²,Clouds (Byron the Aquarius Remix)
Gustaf,Happy
Salt-N-Pepa Feat. En Vogue,Whatta Man
Bonnie "Prince" Billy,Rubin and Cherise
Jacob Banks,Chainsmoking
Hotel Lux,Common Sense
Sylvan Esso,Didn't Care
Goat,Goatmilk
Generationals,TenTwentyTen
Andrew Bird,Sisyphus
black midi,Hellfire
Dirty Projectors,Break-Thru
Matthew Dear,Talking Sleep
Kate Tempest,People's Faces
Four Tet,Love Cry
Luke Haines,Angry Man on Small Train
Blur,M.O.R.
Emily Breeze,Ordinary Life (Radio Edit)
Dave Okumu,Blood Ah Go Run (feat. The 7 Generations, Wesley Joseph, ESKA)
Daniele Luppi & Parquet Courts,Pretty Prizes (feat. Karen O)
Kurtis Perrie,All I Do Is Work
Emmy the Great,Algorithm
Superorganism,Something for Your M.I.N.D.
Sultans of Ping F.C.,Where's Me Jumper?
Moin,Foot Wrong
Jacob Banks,Unknown (To You)
Tunng,Tsunami
Mountain Man,Rang Tang Ring Toon
Mallrat,Teeth
Snapped Ankles,The Fish Needs a Bike
The Weather Station,Parking Lot
Haiku Hands,Onset (feat. Mad Zach)
David Byrne,Lazy (Live)
Sudan Archives,Confessions
Lime Garden,Sick & Tired
Wau Wau Collectif,Xale (Toubab Dialaw Kids Rhyme)
Pip Blom,I Think I'm in Love
LCD Soundsystem,other voices
Eloise,Drunk On A Flight
Loyle Carner  feat. Jordan Rakei,Ottolenghi
Elbow,Doldrums
SAULT,Masterpiece
Sons Of Kemet,My Queen Is Albertina Sisulu
Calexico & Iron & Wine,Midnight Sun
YACHT,Never Lonely Alone
Gustaf,Design
Cheap Teeth,I Am The Mud
Melt Yourself Down,Every Single Day
Megadead,Stay?
Kurtis Perrie,LEARN TO DANCE!
Panda Bear feat. Sonic Boom,Whirlpool
Holly Throsby,Things Between People
Foxes,Midnight Sister
Dry Cleaning,Driver's Story
Hagop Tchaparian,Right To Riot
Tunng,Carry You
LUMP, Laura Marling & Mike Lindsay,We Cannot Resist 
Darren Hanlon,Freight Train from Kyogle
audiobooks,LaLaLa It's The Good Life
YACHT,Multi-Family Garage Sale
Robag Wruhme,Nata Alma (Feat. Sidsel Endresen & Bugge Wesseltoft)
Blur,Brothers and Sisters
Fontaines D.C.,Boys In the Better Land
Rosi Plain,Blink (feat. Alabaster Deplume)
Dehd,Lucky
Julia Jacklin,Pressure to Party
Kurtis Perrie,These Moves Will Fake You Out
audiobooks,Trouble In Business Class
Fazerdaze,Thick of the Honey
Gustaf,Liquid Frown
Jeffrey Lewis & the Voltage,LPs
Tunng,Three Birds
Christine and the Queens,Tilted
Pulp,Babies
LCD Soundsystem, Us v Them
Megadead,Toasted Teacakes (interspersed with birdsong)
Gretel HÃ¤nlyn,Drive
The Beths,Expert in a Dying Field
Oliver Sim,Run the Credits
Maria Chiara ArgirÃ³,Greenarp [Terracassette Remix]
Generationals,When They Fight, They Fight
Gustaf,Best Behavior
Kurtis Perrie,All I Do Is Work
Kevin Morby,This Is a Photograph
Warmduscher,I Got Friends
Timber Timbre,I Am Coming to Paris (To Kill You)
Orchestre Tout Puissant Marcel Duchamp,So Many Things (To Feel Guilty About)
Tunng,Sdc
Prima Queen,Chew My Cheeks
audiobooks,LaLaLa It's The Good Life
LOOK MUM NO COMPUTER,Waiting for the Worlds to End
Jacob Banks,Here Lies the Man That Never Changed
Goat,Do the Dance
Emily Breeze,Ordinary Life (Radio Edit)
Megadead,You Died
Sudan Archives,Come Meh Way
Hotel Lux,National Team
Robag Wruhme,K.T.B.
Rozi Plain & Alabaster Deplume,Agreeing For Two
Nixer,People Feel
Dry Cleaning,Gary Ashby
Sylvan Esso,Die Young
DIVORCE,Checking Out
Oliver Sim,Romance With a Memory
Dr. Seuss,The Super-Supper March (announced, not played)
Jeffrey Lewis,Sad Screaming Old Man
Jeb Loy Nichols,Going Where the Lonely Go
Courtney Barnett,Depreston
John Grant,Snug Slacks
Sufjan Stevens,Should Have Known Better
Connie Converse,Roving Woman
Nadia Rose,Skwod
tUnE-yArDs,My Country
Darren Hanlon,When You Go (Radio Edit)
Huw M,Worries Now Won't Be Worried Long
Four Tet,A Joy
Emmy the Great,Swimming Pool (feat. Tom Fleming)
Richard Dawson,Poor Old Horse
Diagrams,Tall Buildings
Bon Iver,22 (OVER SâˆžâˆžN)
LCD Soundsystem,North American Scum
Talking Heads,Road to Nowhere
Chip Zien, Kim Crosby, Ben Wright & Danielle Ferland,No One Is Alone
Jeffrey Lewis,Back to Manhatten
Sing Street,The Riddle of the Model
U.S. Girls,Sororal Feelings
The Wedding Present,You Jane
John Grant,Disappointing
Withered Hand,Heart Heart
The Lucksmiths,Great Lengths
Douglas Dare,Swim
Joan As Police Woman,The Classic
Kings of Convenience,I don't know what I can save you from
The Kills,What New York used to be
My Latest Novel,I Declare a Ceasefire
Sidney Carter,Worried Now, Won't be Worried Long
Field Music,Disappointed
The Divine Comedy,Other People
Courtney Barnett,Nobody Really Cares If You Don't Go to the Party
Kate Bush,Hounds of Love
Trwbador,Carpet Burns
HeCTA,Sympathy for the Auto Industry
The Postal Service,Such Great Heights
Four Tet,Love Cry
Petula Clark,Downtown
Clarence Carter,Patches
Regina Spektor,Bleeding Heart
Douglas Dare,New York
Art Brut,Good Weekend
Talking Heads,This Must Be The Place (naive melody)
Connie Converse,We Live Alone
Conor Oberst,You All Loved Him Once
Four Tet,As Serious As Your Life
Gurr,Breathless
Emmy the Great,Swimming Pool
Hefner,When The Angels Play Their Drum Machines
Gavin Osborn,Not Going Anywhere
LCD Soundsystem,All My Friends
David Byrne & St. Vincent,Optimist
Ian Dury & the Blockheads,Reasons to be Cheerful, Part 3
Deerhunter,Coronado
Herman Dune,Tell Me Something I Don't Know
Eugene Mirman,Welcome to My Russian Audio Phrasebook
Elbow,Starlings
Peter Gabriel,Sledgehammer
James,Sometimes
Pikelet,They Call It Love?... Wow
The Mountain Goats,No Children
The Lemonheads,Into Your Arms
The Housemartins,I Smell Winter
The Housemartins,Bow Down
The Housemartins,Think For a Minute
The Housemartins,The Mighty Ship
The Housemartins,Sheep
The Housemartins,I'll Be Your Shelter (Just Like a Shelter)
The Housemartins,Five Get Over Excited
The Housemartins,Everyday's the Same
The Housemartins,Build
The Housemartins,There Is Always Something There To Remind Me (John Peel Session Version)
The Housemartins,Step Outside
The Housemartins,The People Who Grinned Themselves To Death
The Housemartins,You've Got a Friend
The Housemartins,We're Not Deep
The Housemartins,He Ain't Heavy, He's My Brother (Gary Crowley Session A Capella Version)
The Housemartins,Flag Day
The Housemartins,Drop Down Dead (John Peel 21/07/85)
The Housemartins,Me and the Farmer
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
William Shatner,It Hasn't Happened Yet
James Yorkston and the Athletes,Heron
Hartley Goldstein,A Love Song for Annie Hall
The Moldy Peaches,Anyone Else but You
Sufjan Stevens,Concerning the UFO Sighting Near Highland, Illinois
Sufjan Stevens,Decatur, or, Round of Applause for Your Stepmother!
The Boy Least Likely To,Be Gentle with Me
Ladybug Transistor,Choking on Air
Stephen Malkmus and the Jicks,Vanessa from Queen's
Fred Astereo,Sleepytown
Nick Drake,Rider on the Wheel
Machine Gun Fellatio,My Ex-Girlfriend's Boyfriend's Got a Band
Ben Folds,In Between Days
Looper,Ballad of Ray Suzuki
Joanna Newsom,Bridges and Balloons
Fred Astereo,The Juggling Boy
Ben Folds,Hiro's Song
N.W.A.,Fuck Tha Police
Barenaked Ladies,Be My Yoko Ono
Looper,Festival â€˜95
I Am Kloot,Storm Warning
Belle and Sebastian,The Boy with the Arab Strap
Cat Stevens,Peace Train
Iron &amp; Wine,Passing Afternoon
The Lucksmiths,The Chapter In Your Life Entitled San Francisco
Demitri Martin,Invite Them Up compilation
Darren Hanlon,The Perfect Day
Petula Clark,Sailor
Gavin Osborn,Left Side from My Right
Petula Clark,Downtown
Simon and Garfunkel,A Poem on the Underground Wall
Dolly Parton,9 to 5
Jeffrey Lewis,The East River
The Alan Parsons Project,I Robot
Jeffrey Lewis,The East River
Cerys Matthews,Caught in the Middle
The Postal Service,We Will Become Silhouettes
Pulp,Babies
Eels,I Like Birds
Tilly and the Wall,Fell Down the Stairs
Darren Hanlon,The Kickstand Song
Nirvana,Come As You Are
The Moldy Peaches,Steak for Chicken
Ladybug Transistor,Choking on Air
Looper,Dave the Moon Man
Iron & Wine,Naked as We Came
Bill Callahan,Dress Sexy at My Funeral
Kanye West,Gold Digger
The Proclaimers,Sunshine on Leith
The Lucksmiths,The Chapter In Your Life Entitled San Francisco
Loudon Wainwright III,The Picture
James Yorkston,6:30 Is Just Way Too Early
Evan Dando,All My Life
The Reindeer Section,Whodunnit?
Mi & L'Au,I've Been Watching You
Mitch Hedberg
Max Miller
Steve Burns
Clifford T. Ward,Home Thoughts from Abroad
William Shatner and Ben Folds,That's Me Trying
Rowan Atkinson,The Devil (Live in Belfast)
Eels,World of Shit
Hartley Goldstein,A Love Song for Annie Hall
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
The Boy Least Likely To,Be Gentle with Me
Joanna Newsom,Bridges and Balloons
Pulp,A Little Soul
Cat Stevens,Moonshadow
The Housemartins,I Smell Winter
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
The Moldy Peaches,Steak for Chicken
Belly,Gepetto
Darren Hanlon,The Perfect Day
Tim Rogers & The Twin Set,Under the Flight Path
Casiotone for the Painfully Alone,Tonight Was A Disaster
The Boy Least Likely To,Hugging My Grudge
Aziz Ansari,Invite Them Up compilation
Belle and Sebastian,Lord Anthony
Richard Hawley,Baby You're My Light
Aberfeldy,Love Is An Arrow
Ben Folds,Eddie Walker (This Is Your Life)
Simon and Garfunkel,A Poem on the Underground Wall
Damien Jurado,Smith 1972
Arctic Monkeys,Bigger Boys and Stolen Sweethearts
Petula Clark,Downtown
ABBA,Super Trooper
The Housemartins,Flag Day
The Divine Comedy,Our Mutual Friend
The Andrews Sisters,Ac-Cent-Tchu-Ate the Positive
Stephen Malkmus and The Jicks,Jenny and the Ess-Dog
Radiohead,Creep
Bob Evans,She's Alone
I Am Kloot,Storm Warning
Dolly Parton,9 to 5
Jon Brion,Here We Go
The Lucksmiths,A Hiccup In Your Happiness
Eels,I Write the B Sides
Flight of the Conchords,Bus Driver's Song
Mitch Hedberg
Andrew Bird,Tables and Chairs
The Guild League,The Storm
M. Ward,You Still Believe in Me
Ben Folds Five,She Don't Use Jelly
Gavin Osborn,Left Side from My Right
Doves,There Goes the Fear
M. Ward,You Still Believe in Me
Tullycraft,Fall 4 U
Sufjan Stevens,Concerning the UFO Sighting Near Highland, Illinois
The Divine Comedy,Gin Soaked Boy
The Moldy Peaches,Anyone Else but You
The Mountain Goats,No Children
Elastica,Stutter
The Lucksmiths,The Music Next Door
Ballboy,I Lost You, But I Found Country Music
Jenny Lewis,Melt Your Heart
Joanna Newsom,Cassiopeia
Tortoise and Bonnie 'Prince' Billy,Daniel
The Lemonheads,Into Your Arms
They Might Be Giants,Hey, Mr. DJ, I Thought You Said We Had a Deal
Ben Folds Five,She Don't Use Jelly
Looper,Impossible Things #2
Casiotone for the Painfully Alone,The Subway Home
Petula Clark,Downtown
Ian Broudie,Whenever I Do
Clifford T. Ward,Home Thoughts from Abroad
Flight of the Conchords,If You're Into It
Ben Kweller,How It Should Be (Sha Sha)
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Fred Astereo,Sleepytown
The Proclaimers,Sunshine on Leith
Masters of the Hemisphere,Anything, Anything
Bill Cosby (Wonderfulness album)
Grandaddy,Stray Dog and the Chocolate Shake
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season)
Half Cousin,Mrs. Pilling
Aberfeldy,Love Is An Arrow
Daniel Johnston,Impossible Love
Yo La Tengo,Season of the Shark
Simon and Garfunkel,I Am a Rock
Radiohead,Thinking About You
Ben Folds,Zak and Sara
Eels,The Good Old Days
Mitch Hedberg
Iron & Wine,Naked as We Came
Ladybug Transistor,Choking on Air
Ivor Cutler,Life in a Scotch Sitting Room, vol. 2, episode 6
James Yorkston and the Athletes,Heron
Belle and Sebastien,Sukie in the Graveyard
Rufus Wainwright,Oh What a World
The Lucksmiths,Camera-Shy
Jon Brion,Here We Go
Ben Folds Five,Song for the Dumped
Machine Gun Fellatio,My Ex-Girlfriend's Boyfriend
They Might Be Giants,Istanbul (Not Constantinople)
Eels,Souljacker Part II
Darren Hanlon,(Methods of Getting Rid of) Hiccups
Hartley Goldstein,A Love Song for Annie Hall
Barenaked Ladies,If I Had a Million Dollars
Ladybug Transistor,Choking on Air
Jenny Lewis,It Wasn't Me
Bruce McCulloch,Daddy's On The Drink
They Might Be Giants,Your Racist Friend
Tortoise and Bonnie â€˜Prince' Billy,Thunder Road
The Breakfast Club closing speech
Rilo Kiley,Portions for Foxes
The Smiths,Please, Please, Please, Let Me Get What I Want
The Flaming Lips,Race for the Prize
It's Jo and Danny,Room 220
Carter the Unstoppable Sex Machine,Sheriff Fatman
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Petula Clark,Downtown
Clem Snide,Happy Birthday
The Housemartins,I Smell Winter
The Boy Least Likely To,Be Gentle with Me
Ben Folds Five,Video Killed the Radio Star
Darren Hanlon,The Last Night of Not Knowing You
The Divine Comedy,Absent Friends
Sufjan Stevens,The Man of Metropolis Steals Our Hearts
Gene Wilder,Pure Imagination
Simon and Garfunkel,The Only Living Boy in New York
The Reindeer Section,Grand Parade
The Reindeer Section,Budapest
There Might Be Giants,Birdhouse in Your Soul
The Wannadies,You and Me Song
Eels,The Good Old Days
The Flaming Lips,Yoshimi Battles the Pink Robots
BjÃ¶rk,Violently Happy
The Magnetic Fields,The Luckiest Guy on the Lower East Side
They Might Be Giants,Hey, Mr. DJ, I Thought You Said We Had a Deal
Gene Pitney,Twenty Four Hours from Tulsa
Ben Lee,Gamble Everything for Love
The Guild League,The Storm
Belle and Sebastien,To Be Myself Completely
David O'Doherty,Florence Falls
Eels,Dog Faced Boy
The Boy Least Likely To,Be Gentle with Me
The Handsome Family,Amelia Earhart vs. the Dancing Bear
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Ivor Cutler,Life in a Scotch Sitting Room, vol. 2, episode 2
Leonard Cohen,Chelsea Hotel #2
Simon and Garfunkel,He Was My Brother
Rufus Wainwright,14th Street
The Divine Comedy,The Happy Goth
Jenny Lewis and the Watson Twins,Happy
Flight of the Conchords,Ladies of the World
Tilly and the Wall,Fell Down the Stairs
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Bonnie 'Prince' Billy,Three Questions
The Moldy Peaches,Anyone Else but You
Longpigs,On and On
Ben Folds Five,Kate
William Shatner,That's Me Trying
Pulp,Help the Aged
Radiohead,Thinking About You
Darren Hanlon,The Perfect Day
Looper,Impossible Things #2
Eels,Blinking Lights (For Me)
Ian Dury,Wake Up and Make Love with Me
Ivor Cutler,Life in a Scotch Sitting Room, vol. 2, episode 6
Architecture In Helsinki,Do the Whirlwind
Clogs,Fiddlegree
Beastie Boys,Super Disco Breakin'
Rilo Kiley,Portions for Foxes
Pulp,Babies
M. Ward,One Life Away
The Decemberists,We Both Go Down Together
The Guild League,Citronella
They Might Be Giants,Don't Let's Start
The Mountain Goats,No Children
Arctic Monkeys,Bigger Boys and Stolen Sweethearts
R. Kelly,Ignition Remix (partial)
The Flaming Lips,Yoshimi Battles the Pink Robots
Yo La Tengo,Tears Are in Your Eyes
Final Fantasy,The Sea
Arab Strap,Packs of Three
The Divine Comedy,Come Home Billy Bird
Yann Tiersen and Neil Hannon,Life on Mars
Neil Diamond,Captain Of A Shipwreck
Jonathan Richman,Not Yet Three
The Bens (Folds, Kweller, & Lee),I Touch Myself
Radiohead,Thinking About You
Looper,Festival â€˜95
DJ Jazzy Jeff &amp; The Fresh Prince,Girls Ain't Nothing But Trouble
Ladybug Transistor,Choking on Air
The Wonder Stuff,Caught in My Shadow
Kimya Dawson,Hold My Hand
Kings of Convenience,Free Fallin'
The Reindeer Section,Cartwheels
Eels,It's a Motherfucker
The Proclaimers,I'm on My Way
The Magnetic Fields,Nothing Matters When We're Dancing
Petula Clark,Downtown
Simon and Garfunkel,The Only Living Boy in New York
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Gene Wilder,Pure Imagination
Lee Patterson's Audio Scrapbook
William Shatner,Has Been
Modest Mouse,One Chance
Ben Folds Five,Kate
Islands,Don't Call Me Whitney, Bobby
Joanna Newsom,Bridges and Balloons
Gene Pitney,Twenty-Four Hours from Tulsa
Belle & Sebastian,The Model
The House Martins,Freedom
Art Brut,Rusted Guns of Milan
The Divine Comedy,To Die a Virgin
David O'Doherty,A Made Up Song
Lua,Bright Eyes
Chain of Fools,Aretha Franklin
Spiritualized,Rated X
Dolly Parton,9 to 5
Graham Coxon,What's He Got?
Suburban Kids with Biblical Names,Noodles
Ian Dury,Wake Up and Make Love with Me (demo version)
Ben Folds,Fred Jones Part 2
Misty's Big Adventure,Circle, Squares and I Blame the Parents
Beth Orton,Worms
Arab Strap,Pack of Three
The Lucksmiths,Hiccup in Your Happiness
Richard Hawley,Baby, You're My Light
My Latest Novel,The Reputation of Ross Francis
There Might Be Giants,Hey, Mr. DJ, I Thought You Said We Had a Deal
Yo La Tengo,Our Way to Fall
Bill Cosby
James Yorkston,The Year of The Leopard
Scout Niblett,Safety Pants
David O'Doherty,Last Night
R.E.M.,Near Wild Heaven
The Divine Comedy,Mother Dear
Pulp,A Little Soul
Clem Snide,Happy Birthday
Looper,Festival â€˜95
Radiohead,Thinking About You
Jeffrey and Jack Lewis,Williamsburg Will Oldham Horror
Pat Benatar,Love Is a Battlefield
Pat Benatar,The Outdoor Type
Pat Benatar,Not The Same
Pat Benatar,Impossible Things #2
Pat Benatar,A Europewide Search for Love
Pat Benatar,Black Steel
Pat Benatar,Sunlight in a Jar
Pat Benatar,Yoshimi Battles the Pink Robots, Pt. 1
Pat Benatar,Noodles
Pat Benatar,Baby You're My Light
Pat Benatar,Bitches Ain't Shit
Pat Benatar,Your Mother and I
Pat Benatar,A Hiccup in Your Happiness
Pat Benatar,Paintball's Coming Home
Pat Benatar,Doctor Worm
Pat Benatar,Our Way to Fall
Pat Benatar,I'm a Man
Pat Benatar,Worms
Pat Benatar,Baby Got Back
Pat Benatar,I Get Along Without You Very Well
Pat Benatar,Safety Pants
Pat Benatar,It's A Motherfucker
Pat Benatar,For Emily, Whenever I May Find Her
Pat Benatar,You Only Tell Me You Love Me When You're Drunk
Pat Benatar,Coupons for the Audience, from the En Guard Society album
Pat Benatar,Bangs
Pat Benatar,Don't Call Me Whitney, Bobby
Pat Benatar,Tonight We Fly
Pat Benatar,Good Weekend
Pat Benatar,The Last Night of Not Knowing You
Pat Benatar,The Good Times Are Killing Me
Pat Benatar,With a Fistful of Faith
Pat Benatar,Wake Up and Make Love with Me
Pat Benatar,Shiny Happy People
Pat Benatar,The Reputation of Ross Francis
Pat Benatar,It's a Wonderful Life
Pat Benatar,It's Because We've Got Hair
Pat Benatar,Love Is a Battlefield
Pat Benatar,Angie Hart
Pat Benatar,Love Is a Battlefield
The Lemonheads,The Outdoor Type
Ben Folds,Not The Same
Looper,Impossible Things #2
Ballboy,A Europewide Search for Love
Tricky,Black Steel
The Lucksmiths,Sunlight in a Jar
The Flaming Lips,Yoshimi Battles the Pink Robots, Pt. 1
Suburban Kids with Biblical Names,Noodles
Richard Hawley,Baby You're My Light
Ben Folds,Bitches Ain't Shit
Loudon Wainwright III,Your Mother and I
The Lucksmiths,A Hiccup in Your Happiness
Half Man Half Biscuit,Paintball's Coming Home
They Might Be Giants,Doctor Worm
Yo La Tengo,Our Way to Fall
Pulp,I'm a Man
Beth Orton,Worms
Sir Mix-A-Lot,Baby Got Back
Chet Baker,I Get Along Without You Very Well
Scout Niblett,Safety Pants
Eels,It's A Motherfucker
Simon and Garfunkel,For Emily, Whenever I May Find Her
Element of Crime,You Only Tell Me You Love Me When You're Drunk
Eugene Mirman,Coupons for the Audience, from the En Guard Society album
They Might Be Giants,Bangs
Islands,Don't Call Me Whitney, Bobby
The Divine Comedy,Tonight We Fly
Art Brut,Good Weekend
Darren Hanlon,The Last Night of Not Knowing You
Modest Mouse,The Good Times Are Killing Me
Herman DÃ¼ne,With a Fistful of Faith
Ian Dury and the Blockheads,Wake Up and Make Love with Me
R.E.M.,Shiny Happy People
My Latest Novel,The Reputation of Ross Francis
Sparklehorse,It's a Wonderful Life
Tunng,It's Because We've Got Hair
Pat Benatar,Love Is a Battlefield
Modern Giant,Angie Hart
Darren Hanlon,I Wish That I Was Beautiful for You
Pulp,I'm a Man
Art Brut,Rusted Guns Of Milan
The Lucksmiths,Sunlight in a Jar
Darren Hanlon,Romance Is Deafening
Barenaked Ladies,Lovers in a Dangerous Time
Eels,I'm Going to Stop Pretending That I Didn't Break Your Heart
Yo La Tengo,Our Way to Fall
I'm from Barcelona,We're from Barcelona
David O'Doherty,Last Night
Regina Spektor,Us
Gavin Osborn,Part of the Furniture
Gavin Osborn,Charlie's 18th Birthday
Iron & Wine,Naked As We Came
Modest Mouse,The Good Times Are Killing Me
Modern Giant,Angie Hart
Sufjan Stevens,The Avalanche
Rufus Wainwright,Vibrate
Simon and Garfunkel,He Was My Brother
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Gavin Osborn,Roger's Inventing Again
Gavin Osborn,Platform Girl
The Grates,19-20-20
Clifford T. Ward,Home Thoughts from Abroad
Ian Dury and the Blockheads,Wake Up and Make Love with Me
Tunng,Hanged
Tunng,Woodcat
Arctic Monkeys,Fake Tales of San Francisco
Graham Coxon,Flights to the Sea (Lovely Rain)
Billy Bragg,Walk Away Renee
Stephen Malkmus,Jenny and the Ess-Dog
Art Brut,Emily Kane
Ivor Cutler,Life In A Scotch Sitting Room
Longpigs,On & On
Rilo Kiley,Portions for Foxes
Eels,I Like Birds
Petula Clark,Downtown1. Regina Spektor,Us
olly Parton,9 to 5
en Folds,Bitches Ain't Shit
rt Brut,Nag Nag Nag Nag
ulp,The Night That Minnie Timperley Died
arren Hanlon,The Perfect Day
he Guild League,Comsmetropolis,London Swings
vor Cutler,Bicarbonate Of Chicken
he Moldy Peaches,Steak for Chicken
Art Brut,Emily Kane
Cat Stevens,The First Cut Is the Deepest
The Lucksmiths,Sunlight in a Jar
Eels,I Like Birds
Gavin Osborn,Manhattan Skyline Song
Gavin Osborn,Even in New York
Pat Benatar,Love is a Battlefield
Aberfeldy,Love Is An Arrow
Arab Strap,Packs of Three
Ian Dury,Sweet Gene Vincent
Robbie Williams and The Blockheads,Sweet Gene Vincent
Kings of Convenience,I Don't Know What I Can Save You From
Ben Lee,Whatever It Is
Ballboy,Sex Is Boring
Darren Hanlon,The Ostracism of Vinny Lalor
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Herman DÃ¼ne,They Go to the Woods
Gavin Osborn,The Cake Shop Ludlow Street
Gavin Osborn,Capitalism and Cappuccino
The Divine Comedy,The Plough
Loudon Wainwright III,4 X 10
Jane Vs World,b grade lisa loeb
the bird and the bee,Fucking Boyfriend
Architecture In Helsinki,Do the Whirlwind
Jonathan Richman,Not So Much to Be Loved as to Love
The Moldy Peaches,Anyone Else but You
I Am Kloot,Storm Warning
Gene Pitney,24 Hours From Tulsa
Art Brut,I Found This Song In The Road
The Lucksmiths,Hiccup in Your Happiness
Clem Snide,Happy Birthday
The Bens,Bruised
The Beatles,Drive My Car
The Beatles,Nowhere Man
The Beatles,Think For Yourself
The Beatles,The Word
The Beatles,Michelle
The Beatles,What Goes On
The Beatles,Girl
The Beatles,I'm Looking Through You
The Beatles,In My Life
The Beatles,Wait
The Beatles,If I Needed Someone
The Beatles,Run for Your Life
Sleaford Mods,Force 10 From Navarone
Dry Cleaning,Kwenchy Kups
Floodlights,Lessons Learnt
Yard Act,Fixer Upper
Cobra Killer,Six Secs
Fever Ray,Shiver
Genesis Owusu,Get Inspired (Zhu Remix)
Terry,Centuries
Hand Habits,Something Wrong
